date,open,high,low,adjClose,value,volume,count,yesterday,close
2021-09-01 00:00:00,102990.0,104740.0,102000.0,104330.0,804915413330,7714999,7668,99760.0,104740.0
2021-09-04 00:00:00,108500.0,109540.0,106540.0,109280.0,1164021727030,10651386,9761,104330.0,109540.0
2021-09-05 00:00:00,112490.0,112490.0,108000.0,110790.0,622604419510,5619831,9303,109280.0,111270.0
2021-09-06 00:00:00,111500.0,111650.0,107500.0,109700.0,731925442730,6672222,8395,110790.0,107540.0
2021-09-07 00:00:00,106300.0,109490.0,105180.0,107850.0,369658070540,3427657,5672,109700.0,108150.0
2021-09-08 00:00:00,108150.0,111390.0,108150.0,109320.0,303261000930,2774000,6531,107850.0,109300.0
2021-09-11 00:00:00,109730.0,111370.0,107000.0,109100.0,481601158740,4414455,5572,109320.0,107800.0
2021-09-12 00:00:00,108000.0,109000.0,103650.0,105050.0,536827751090,5110419,8987,109100.0,105190.0
2021-09-13 00:00:00,104000.0,106810.0,101230.0,103120.0,314300695080,3047945,6511,105050.0,103800.0
2021-09-14 00:00:00,104820.0,108270.0,104000.0,107680.0,535629595920,4974137,8235,103120.0,108260.0
2021-09-15 00:00:00,108300.0,108550.0,105520.0,107490.0,275630211630,2564191,6371,107680.0,107700.0
2021-09-18 00:00:00,108300.0,108300.0,102450.0,104630.0,368387912230,3520734,6892,107490.0,103650.0
2021-09-19 00:00:00,104500.0,106800.0,101900.0,103620.0,341280562850,3293551,6721,104630.0,103700.0
2021-09-20 00:00:00,102510.0,106000.0,102380.0,103630.0,324350070410,3129839,5877,103620.0,102700.0
2021-09-21 00:00:00,98600.0,102600.0,98460.0,99220.0,400359461680,4035171,7916,103630.0,99900.0
2021-09-22 00:00:00,100000.0,101560.0,96000.0,98750.0,468206894360,4741442,7827,99220.0,100980.0
2021-09-25 00:00:00,101890.0,103680.0,101500.0,103550.0,640808592640,6188422,6241,98750.0,103680.0
2021-09-26 00:00:00,105800.0,105990.0,103220.0,104400.0,311725037820,2985827,4997,103550.0,104500.0
2021-09-28 00:00:00,104860.0,106740.0,103000.0,104590.0,320044457300,3059990,4943,104400.0,104000.0
2021-09-29 00:00:00,104010.0,109700.0,103860.0,107900.0,568296552130,5266894,7050,104590.0,108920.0
2021-10-02 00:00:00,109100.0,113290.0,109100.0,112900.0,1264553685470,11201108,11192,107900.0,113290.0
2021-10-03 00:00:00,112000.0,116200.0,108500.0,112240.0,694839763620,6190888,9931,112900.0,110990.0
2021-10-04 00:00:00,111900.0,113300.0,109000.0,111500.0,429761921550,3854246,5682,112240.0,111510.0
2021-10-06 00:00:00,111710.0,113590.0,109780.0,111550.0,603525963310,5410291,6258,111500.0,111150.0
2021-10-09 00:00:00,113300.0,113300.0,106680.0,108420.0,459509143390,4238387,7471,111550.0,106810.0
2021-10-10 00:00:00,106240.0,111250.0,104100.0,107550.0,353432511600,3286319,5963,108420.0,108800.0
2021-10-11 00:00:00,109990.0,111500.0,107800.0,109310.0,210770438790,1928120,3921,107550.0,108700.0
